invoice_number,voucher_number,voucher_type,invoice_date,due_date,financial_year,payment_status,payment_mode,credit_period,debit_amount,credit_amount,outstanding_balance,gst_number,gst_type,state,tax_amount,discount_,currency,hospital_name,hospital_type,doctor_name,doctor_specialty,surgeon_id,hospital_gst,city,territory,sales_executive,distributor_name,branch,product_name,product_category,implant_type,batch_number,lot_number,udi_code,serial_number,sterilization_status,expiry_date,manufacturing_date,quantity,unit,rate,mrp,surgery_type,implant_material,brand,warehouse,dispatch_date,delivery_status,courier_partner,stock_availability,reorder_level,inventory_balance,return_status,narration,export_note,primary_key
INV/1011,VCH1011,Sales Return,2024-10-30,2024-11-29,2024-25,Partially Paid,Bank Transfer,15,11210.0,11210.0,11210.0,27AAACT1234F1Z5,GST,Karnataka,1710.0,0.05,Rs.,ORTHO CARE CENTER,Orthopedic Clinic,dr rajesh kulkarni,Trauma Surgeon,SURG-003,29LMNOP9012Q1Z3,Pune,West,A. Verma,Ortho Distributors,Central-1,Spinal Rod,Spinal Implant,Rod,B8454-C,L89395,UDI-240057-B,SN260626,Sterile,46495,30-09-2024,8 PCS,Pieces,"₹1,250.00",1375.00,Spine Stabilization,Titanium Alloy,SpinePro,Nagpur WH,30-10-2024,Hold,DTDC,Low Stock,25,5,No,"Approved by store; udi matched, ref=""INV/1011""",Trailing space preserved,959e05dab926cf295fc7e73ee68e52da
INV/1012,VCH1012,Purchase,2024-04-04,2024-04-19,2024-25,Partially Paid,NEFT,45,70800.0,70800.0,0.0,24BBBCD2345G1Z2,IGST,Karnataka,10800.0,0%,INR,CITY MEDISURG,Multi-Specialty Hospital,Dr A. Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Surat,Central,A. Verma,Ortho Distributors,Central-1,Locking Plate,Orthopedic Implant,Plate,B9835-A,L95660,UDI-495833-B,SN184148,Non-Sterile,25-03-2026,05-03-2024,5 PCS,Pieces,12000,13800.00,Open Reduction,Titanium,OSM,Pune Main,07 Apr 2024,Partially Delivered,TCS,In Stock,5,8,Pending,Credit note adjustment for return batch	tabbed-remark,Trailing space preserved,e0a1d5459a117aa144555f35ba8fbb5f
INV/1012,VCH1012,Sales Return,2024-04-04,2024-05-04,2024-25,Partially Paid,RTGS,60,2876.25,2876.25,2157.19,27AAACT1234F1Z5,IGST,Gujarat,438.75,0.03,INR,SPINE & JOINT INSTITUTE,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Ahmedabad,WEST 1,A. Verma,Ortho Distributors Pvt Ltd,W1,External Fixator,Trauma Fixation,Fixator,B6642-C,L97994,UDI-682851-B,SN149161,Sterile,26-09-2025,05 Jan 2024,2,BOX,"₹1,250.00",1437.5,Trauma Stabilization,Aluminium,JointMax,Mumbai WH,06 Apr 2024,Hold,Professional Couriers,Low Stock,10,30,Pending,Dispatch against PO; follow-up due on next cycle	tabbed-remark,Text numeric field,faa4b53ee94dc968703045b3c88ae837
INV/1012,VCH1012,Sales,2024-04-04,2024-05-04,2024-25,Partially Paid,Bank Transfer,45,23940.0,23940.0,23940.0,29CCCDD3456H1Z3,IGST,Gujarat,2565.0,5%,INR,CITY MEDISURG,Multi-Specialty Hospital,DR. NISHA PATEL,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Surat,WEST 1,A. Verma,Trauma Supplies,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B9401-B,L71080,UDI-423404-B,SN477114,Non-Sterile,2026/09/21,05-03-2024,5,PCS,"₹4,500.00","5,175.00",Fracture Fixation,Stainless Steel,BoneLock,Nagpur WH,2024/04/05,In Transit,TCS,Reserved,5,15,Yes,Approved by store; udi matched,Name variation retained,603547e9683a90818ec08748417eb9bc
INV/1013,VCH1013,Sales Return,2024-05-05,2024-06-04,2024-25,Pending,Cheque,60,12285.0,12285.0,6142.5,27AAACT1234F1Z5,CGST+SGST,Karnataka,585.0,0.03,INR,CITY MEDISURG PVT. LTD.,Multi-Specialty Hospital,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Surat,South,Rahul Mehta,Trauma Supplies,West-1,Locking Plate,Orthopedic Implant,Plate,B5501-C,L47576,UDI-117538-C,SN857273,STERILE,46317,45357,5,PCS,"2,400.00",2640.00,Open Reduction,Titanium,JointMax,Mumbai WH,05-05-2024,Hold,Professional Couriers,In Stock,20,15,No,Freight included; round-off applied,Unicode NBSP present,89387227ff16c768e5bc00572edbbea2
INV/1013,VCH1013,Sales,2024-05-05,2024-05-20,2024-25,Paid,Cash,60,9072.0,9072.0,0.0,27AAACT1234F1Z5,IGST,Gujarat,972.0,0.10,₹,APEX HOSPITAL LTD.,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Mumbai,West-1,Rahul Mehta,Trauma Supplies LLP,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B7375-C,L80852,UDI-691353-A,SN694223,STERILE,45782,2024/02/05,2,Pieces,"₹4,500.00",5400.00,Open Reduction,Titanium,SpinePro,Pune Main,45417,Delivered,TCS,Reorder,20,5,No,"Revised invoice after doctor change,
please verify branch mapping",Name variation retained,20b3e43c05321146be51fccf414e793c
INV/1014,VCH1014,Sales,2024-07-19,2024-08-18,2024-25,Pending,Cash,60,28350.0,28350.0,28350.0,24BBBCD2345G1Z2,GST,Gujarat,1350.0,0 %,INR,Apex Hospital,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Mumbai,West,S. Joshi,ORTHO DISTRIBUTORS,S-1,Knee Prosthesis,Joint Replacement,Prosthesis,B2387-C,L83339,UDI-533911-B,SN917018,Sterile,05-01-2027,21-03-2024,4 PCS,pcs,6750.00,"₹7,762.50",Arthroplasty,Cobalt Chrome,JointMax,Mumbai WH-2,22 Jul 2024,In Transit,DTDC,In Stock,25,5,Yes,"Approved by store; udi matched, ref=""INV/1014""",Mixed date style,35df6509570557e0472e25a58ad78dda
INV/1014,VCH1014,Sales Return,2024-07-19,2024-09-17,2024-25,Paid,RTGS,15,50976.0,50976.0,38232.0,24BBBCD2345G1Z2,CGST+SGST,Gujarat,7776.0,0.10,INR,trauma one pvt ltd,Trauma Center,dr nisha patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Nagpur,Central 1,A. Verma,Trauma Supplies,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B9939-A,L99353,UDI-219420-C,SN309505,Sterile,2027/01/05,20 May 2024,4,Box,"₹12,000.00","₹14,400.00",Fracture Fixation,Stainless Steel,OSM,Nagpur WH,21-07-2024,Partially Delivered,TCS,In Stock,10,20,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Trailing space preserved,62464fc70df1ab3872e8f83bc5f327a6
INV/1015,VCH1015,Receipt,2026-02-10,2026-02-25,2025-26,Partially Paid,Bank Transfer,15,157472.0,157472.0,157472.0,24BBBCD2345G1Z2,GST,Gujarat,16872.0,5 %,₹,APEX HOSPITAL,Multi-Specialty Hospital,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Thane,South,S. Joshi,ORTHO DISTRIBUTORS,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B5840-B,L21253,UDI-125755-B,SN209627,STERILE,2027/08/04,2025/11/12,8,PCS,"18,500.00",21275,Open Reduction,Titanium,BoneLock,Pune Main,2026/02/10,Hold,Professional Couriers,Low Stock,25,0,Yes,Part payment received; balance pending,Text numeric field,60c3e926f3f710c90392d3b4f64c0254
INV/1015,VCH1015,Receipt,2026-02-10,2026-03-12,2025-26,Pending,NEFT,60,143745.0,143745.0,107808.75,24BBBCD2345G1Z2,IGST,Maharashtra,6845.0,7.5%,Rs.,city medisurg,Multi-Specialty Hospital,dr meera iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Surat,WEST 1,Amit Verma,ORTHO DISTRIBUTORS,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B7367-C,L61451,UDI-770153-B,SN725969,Sterile,10-02-2027,12 Nov 2025,8,Box,18500,20350.00,Arthroplasty,Cobalt Chrome,OSM,Ahmedabad WH,2026/02/11,Partially Delivered,Delhivery,In Stock,25,3,nan,Part payment received; balance pending,Text numeric field,306367c6f6576375656d4188635346b0
INV/1015,VCH1015,Sales,2026-02-10,2026-04-11,2025-26,Pending,NEFT,60,218300.0,218300.0,109150.0,29CCCDD3456H1Z3,IGST,Maharashtra,33300.0,7.5,Rs.,Ortho Care Centre,Orthopedic Clinic,DR. P. NAIR,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Pune,West,A. Verma,Trauma Supplies LLP,W1,External Fixator,Trauma Fixation,Fixator,B9115-C,L76952,UDI-693127-C,SN910074,Sterile,46603,2025/10/13,8,PCS,"25,000.00",28750.00,Trauma Stabilization,Aluminium,JointMax,Pune WH,2026/02/13,Partially Delivered,Professional Couriers,Low Stock,10,5,Pending,Freight included; round-off applied,Name variation retained,eb9173e398f6dfcdb1bf30309121f094
INV/1016,VCH1016,Sales,2025-01-25,2025-03-11,2024-25,Paid,NEFT,45,20638.8,20638.8,20638.8,24BBBCD2345G1Z2,IGST,Karnataka,2211.3,0.03,INR,City Medisurg,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Surat,Central 1,A. Verma,Trauma Supplies,Central-1,External Fixator,Trauma Fixation,Fixator,B8405-A,L93050,UDI-758309-B,SN493396,Sterile,19 Jul 2026,26 Nov 2024,10,PCS,1890,"2,173.50",Trauma Stabilization,Aluminium,SpinePro,Ahmedabad WH,2025/01/26,Delivered,TCS,Reserved,5,30,Yes,Exported from Tally	with master alias	tabbed-remark,Unicode NBSP present,bf674ad77783ff57321c27b4a0207c90
INV/1016,VCH1016,Payment,2025-01-25,2025-03-11,2024-25,Paid,UPI,15,21284.25,21284.25,0.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,3246.75,2.5,₹,Apex Hospital,Multi-Specialty Hospital,Dr P Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Thane,Central,Rahul Mehta,Trauma Supplies LLP,Central-1,Knee Prosthesis,Joint Replacement,Prosthesis,B2559-A,L37973,UDI-550081-C,SN195629,STERILE,46047,27 Oct 2024,1,BOX,18500.00,21275,Arthroplasty,Cobalt Chrome,OSM,Pune WH,26-01-2025,In Transit,Delhivery,Reorder,25,30,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Name variation retained,36de3395fb5322547e632979a8599412
INV/1016,VCH1016,Sales,2025-01-25,2025-03-11,2024-25,Paid,RTGS,60,4014.36,4014.36,4014.36,27AAACT1234F1Z5,CGST/SGST,Maharashtra,612.36,0.10,INR,Ortho Care Centre,Orthopedic Clinic,DR A. SHARMA,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Pune,South-1,S. Joshi,Ortho Distributors,S-1,Locking Plate,Orthopedic Implant,Plate,B4366-C,L89551,UDI-989079-C,SN416302,STERILE,19-07-2026,45592,2,Box,"₹1,890.00","2,173.50",Open Reduction,Titanium,OrthoFlex,Mumbai WH-2,2025/01/28,Hold,Delhivery,Reorder,25,0,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle
Export note retained as multiline remark	tabbed-remark",Text numeric field,217a136b7b83f2c1365b92122eec0069
INV/1017,VCH1017,Payment,2026-01-16,2026-03-17,2025-26,Partially Paid,Cash,15,5177.25,5177.25,2588.62,29CCCDD3456H1Z3,IGST,Maharashtra,789.75,2.5 %,INR,Ortho Care Center,Orthopedic Clinic,Dr A. Sharma,Orthopedic Surgeon,SURG-001,29LMNOP9012Q1Z3,Pune,South,Rahul Mehta,Trauma Supplies,West-1,Spinal Rod,Spinal Implant,Rod,B3877-A,L11660,UDI-798435-C,SN790017,Non-Sterile,2028/07/04,18 Oct 2025,1,pcs,4500.00,"₹5,175.00",Spine Stabilization,Titanium Alloy,BoneLock,Ahmedabad WH,16-01-2026,Hold,Professional Couriers,In Stock,5,0,Yes,Part payment received; balance pending,Trailing space preserved,8fbdce5d42f8d8fb33c1162b2f2b2045
INV/1017,VCH1017,Sales,2026-01-16,2026-01-31,2025-26,Adjusted,RTGS,30,58275.0,58275.0,29137.5,29CCCDD3456H1Z3,GST,Maharashtra,2775.0,0.07,₹,APEX HOSPITAL,Multi-Specialty Hospital,dr meera iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Mumbai,Central 1,Amit Verma,Ortho Distributors,West-1,Locking Plate,Orthopedic Implant,Plate,B9450-A,L62550,UDI-288056-A,SN943409,Non-Sterile,46758,2025/11/17,5,PCS,"₹12,000.00",13800.00,Open Reduction,Titanium,SpinePro,Mumbai WH-2,2026/01/19,Delivered,DTDC,Reserved,25,8,No,"Exported from Tally	with master alias, ref=""INV/1017""",Unicode NBSP present,5000c9d1c175281617287fc99d1abf01
INV/1017,VCH1017,Receipt,2026-01-16,2026-03-17,2025-26,Pending,Cheque,60,7938.0,7938.0,5953.5,29CCCDD3456H1Z3,IGST,Karnataka,378.0,0 %,₹,Apex Hospital,Multi-Specialty Hospital,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,Central 1,A. Verma,Ortho Distributors,South-1,Bone Drill Set,Surgical Instrument,Instrument,B5778-B,L51288,UDI-794622-A,SN348273,Sterile,2027/01/16,18 Sep 2025,4,BOX,1890,"₹2,173.50",Surgical Prep,Steel,BoneLock,Mumbai WH,2026/01/18,Hold,Professional Couriers,In Stock,10,0,Pending,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,0ad756ce78b24a4f0fa1225965d9cb1c
INV/1018,VCH1018,Purchase,2024-12-11,2025-02-09,2024-25,Pending,NEFT,60,67331.25,67331.25,0.0,24BBBCD2345G1Z2,IGST,Maharashtra,3206.25,0.05,INR,Trauma One Pvt Ltd,Trauma Center,dr. nisha patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Nagpur,West,R. Mehta,Ortho Distributors Pvt Ltd,West-1,Locking Plate,Orthopedic Implant,Plate,B2376-C,L86823,UDI-819622-C,SN776001,STERILE,11 Dec 2025,12-10-2024,10 PCS,Pieces,6750,"₹8,100.00",Open Reduction,Titanium,OSM,Pune WH,45640,Delivered,Blue Dart,In Stock,25,0,Yes,"Approved by store; udi matched
Export note retained as multiline remark",Name variation retained,6fda8e4171ff2a30f3da2b4b0d02d485
INV/1018,VCH1018,Purchase,2024-12-11,2025-01-10,2024-25,Adjusted,UPI,15,42568.5,42568.5,31926.38,27AAACT1234F1Z5,GST,Gujarat,6493.5,2.5 %,INR,Apex Hospital Ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Mumbai,WEST 1,S. Joshi,Ortho Distributors Pvt Ltd,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B8728-C,L56849,UDI-950069-B,SN161437,Sterile,01-12-2026,13-08-2024,2,Box,18500,22200.00,Arthroplasty,Cobalt Chrome,OrthoFlex,Mumbai WH,45637,Hold,DTDC,Low Stock,20,15,No,"Part payment received; balance pending
Export note retained as multiline remark",Name variation retained,d46a43079dfb695bf4838012dc95b7fd
INV/1018,VCH1018,Sales,2024-12-11,2025-01-10,2024-25,Paid,RTGS,60,23940.0,23940.0,23940.0,24BBBCD2345G1Z2,CGST+SGST,Gujarat,1140.0,5,INR,ORTHO CARE CENTRE,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Pune,West,Amit Verma,Ortho Distributors,W1,Spinal Rod,Spinal Implant,Rod,B6198-A,L83659,UDI-930307-C,SN610866,Sterile,2026/12/01,11 Nov 2024,10,Box,"2,400.00","2,880.00",Spine Stabilization,Titanium Alloy,TraumaFix,Nagpur WH,12-12-2024,Delivered,DTDC,Low Stock,5,8,Pending,Exported from Tally	with master alias,Alias master matched,ea9762f3958d6a898848b460ba961b56
INV/1019,VCH1019,Sales,2025-06-23,2025-08-22,2025-26,Pending,UPI,30,60480.0,60480.0,45360.0,27AAACT1234F1Z5,CGST/SGST,Maharashtra,6480.0,10 %,₹,APEX HOSPITAL,Multi-Specialty Hospital,dr. p. nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Thane,WEST 1,Sneha Joshi,Ortho Distributors,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B2525-B,L87860,UDI-867541-A,SN673619,Sterile,10 Dec 2027,24-04-2025,5,Box,12000,14400.00,Arthroplasty,Cobalt Chrome,SpinePro,Mumbai WH,24 Jun 2025,Delivered,DTDC,In Stock,5,8,No,"Revised invoice after doctor change,
please verify branch mapping",Alias master matched,daf2e717eda348df5248ef7ad0b24de4
INV/1019,VCH1019,Sales Return,2025-06-23,2025-08-22,2025-26,Partially Paid,Bank Transfer,15,124687.5,124687.5,62343.75,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,5937.5,5%,Rs.,apex hospital ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Mumbai,South,Rahul Mehta,Trauma Supplies,South-1,Knee Prosthesis,Joint Replacement,Prosthesis,B2584-A,L97574,UDI-258471-C,SN799891,Sterile,10 Dec 2027,45741,5,Pieces,"₹25,000.00",30000,Arthroplasty,Cobalt Chrome,JointMax,Nagpur WH,24-06-2025,Partially Delivered,Blue Dart,Reserved,5,0,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,fc95848489017cc0dae2a54ebe85f3e8
INV/1019,VCH1019,Sales,2025-06-23,2025-07-08,2025-26,Partially Paid,Cheque,45,107616.0,107616.0,80712.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,16416.0,5,₹,Trauma One Pvt Ltd,Trauma Center,dr. nisha patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Nagpur,South-1,Rahul Mehta,Ortho Distributors Pvt Ltd,CENTRAL 1,Knee Prosthesis,Joint Replacement,Prosthesis,B8955-C,L89817,UDI-376967-B,SN786594,STERILE,10-12-2027,24 May 2025,8,BOX,"₹12,000.00",13800.00,Arthroplasty,Cobalt Chrome,OSM,Mumbai WH,2025/06/26,Hold,DTDC,Reorder,10,30,Pending,Approved by store; udi matched,Trailing space preserved,02e0862241c7f101a82540383118f40f
inv/1019,VCH1019,Receipt,2025-06-23,2025-07-08,2025-26,Pending,cash,15,169920.0,169920.0,84960.0,24BBBCD2345G1Z2,IGST,Karnataka,25920.0,0 %,₹,trauma one pvt ltd,Trauma Center,DR P NAIR,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Nagpur,West-1,R. Mehta,Trauma Supplies,CENTRAL 1,External Fixator,Trauma Fixation,Fixator,B5488-B,L70846,UDI-477880-C,SN308781,Sterile,2026/12/15,23-02-2025,12,Box,"₹12,000.00",14400,Trauma Stabilization,Aluminium,SpinePro,Mumbai WH,45833,Delivered,Blue Dart,In Stock,10,5,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Text numeric field,6f484fd3ae215ee9ef7f411f39fd18e0
INV/1020,VCH1020,Sales,2025-12-14,2026-02-12,2025-26,Paid,Cheque,30,62160.0,62160.0,0.0,24BBBCD2345G1Z2,GST,Maharashtra,6660.0,7.5 %,₹,city medisurg pvt. ltd.,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Surat,Central,Rahul Mehta,Ortho Distributors Pvt Ltd,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B5895-A,L29651,UDI-390334-B,SN787991,Sterile,14-12-2026,2025/08/16,5 PCS,Box,"₹12,000.00","14,400.00",Arthroplasty,Cobalt Chrome,OrthoFlex,Ahmedabad WH,16 Dec 2025,Partially Delivered,Delhivery,Reorder,5,3,Yes,Dispatch against PO; follow-up due on next cycle,Trailing space preserved,623d9e3f843cceed549e1c7beb2cfa3e
inv/1020,VCH1020,Purchase,2025-12-14,2026-01-28,2025-26,Pending,NEFT,30,83916.0,83916.0,83916.0,27AAACT1234F1Z5,CGST/SGST,Gujarat,8991.0,7.5%,Rs.,trauma one,Trauma Center,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,West-1,Sneha Joshi,Trauma Supplies,S-1,Bone Drill Set,Surgical Instrument,Instrument,B3470-A,L36253,UDI-533174-A,SN995735,Non-Sterile,14-12-2026,2025/08/16,12 PCS,Pieces,"₹6,750.00","7,762.50",Surgical Prep,Steel,SpinePro,Mumbai WH,16-12-2025,In Transit,Delhivery,Reserved,5,20,Yes,"Approved by store; udi matched
Export note retained as multiline remark",Mixed date style,aca57a4e155edd89617954513956471d
INV/1020,VCH1020,Sales,2025-12-14,2026-02-12,2025-26,Paid,UPI,15,119700.0,119700.0,0.0,24BBBCD2345G1Z2,CGST+SGST,Karnataka,5700.0,5,Rs.,Apex Hospital,Multi-Specialty Hospital,dr meera iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Mumbai,South-1,R. Mehta,Trauma Supplies,S-1,Cancellous Screw,Orthopedic Implant,Screw,B4087-A,L62873,UDI-613989-B,SN886553,Non-Sterile,46370,15-10-2025,10,PCS,"12,000.00",14400,Fracture Fixation,Stainless Steel,OrthoFlex,Mumbai WH-2,16-12-2025,In Transit,DTDC,Low Stock,25,30,Yes,Part payment received; balance pending	tabbed-remark,Text numeric field,9c1f6f059aeffb874fa8ac6d503125e7
INV/1021,VCH1021,Sales,2024-07-17,2024-08-16,2024-25,Pending,Cheque,15,21262.5,21262.5,15946.88,24BBBCD2345G1Z2,CGST+SGST,Maharashtra,1012.5,0.10,₹,Ortho Care Center,Orthopedic Clinic,Dr A. Sharma,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Pune,Central,R. Mehta,Ortho Distributors Pvt Ltd,South-1,Locking Plate,Orthopedic Implant,Plate,B9095-A,L21807,UDI-215795-C,SN801520,Sterile,07 Jul 2026,19-03-2024,5,Box,4500.00,5175.00,Open Reduction,Titanium,OSM,Nagpur WH,2024/07/19,Delivered,Blue Dart,In Stock,25,8,No,Approved by store; udi matched,Mixed date style,0f6b71116f60d9f8de1e4631983e7eb8
INV/1021,VCH1021,Sales,2024-07-17,2024-08-01,2024-25,Adjusted,Cheque,15,272875.0,272875.0,0.0,27AAACT1234F1Z5,CGST+SGST,Karnataka,41625.0,7.5%,₹,Spine & Joint Institute,Orthopedic Clinic,DR. R. KULKARNI,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Ahmedabad,South-1,A. Verma,ORTHO DISTRIBUTORS,Central-1,Knee Prosthesis,Joint Replacement,Prosthesis,B3140-B,L73979,UDI-741055-A,SN817712,STERILE,2026/01/08,45460,10,PCS,25000,"₹28,750.00",Arthroplasty,Cobalt Chrome,SpinePro,Ahmedabad WH,45491,Hold,Blue Dart,In Stock,25,30,Yes,Dispatch against PO; follow-up due on next cycle,Mixed date style,6cb85b421d80a64f57107e7b48f89c4b
INV/1022,VCH1022,Purchase,2024-11-27,2024-12-12,2024-25,Adjusted,Cash,15,9790.2,9790.2,4895.1,24BBBCD2345G1Z2,CGST/SGST,Karnataka,1048.95,7.5,INR,SPINE & JOINT INSTITUTE,Orthopedic Clinic,dr p nair,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Ahmedabad,West,Rahul Mehta,Ortho Distributors,CENTRAL 1,External Fixator,Trauma Fixation,Fixator,B8474-B,L57624,UDI-316899-C,SN804091,Sterile,2025/11/27,28 Oct 2024,5,PCS,1890,2268.00,Trauma Stabilization,Aluminium,OrthoFlex,Mumbai WH-2,2024/11/30,Partially Delivered,Professional Couriers,Reserved,5,30,nan,Freight included; round-off applied,Mixed date style,473bcf862ea357e9563ac2d069a60a1d
INV/1022,VCH1022,Payment,2024-11-27,2024-12-12,2024-25,Partially Paid,RTGS,45,18648.0,18648.0,13986.0,24BBBCD2345G1Z2,IGST,Maharashtra,888.0,7.5%,Rs.,Spine & Joint Institute,Orthopedic Clinic,dr p nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Ahmedabad,South,R. Mehta,Trauma Supplies,Central-1,Bone Drill Set,Surgical Instrument,Instrument,B5067-B,L62149,UDI-539001-C,SN826155,Non-Sterile,21 May 2026,30-07-2024,8 PCS,Pieces,2400.00,"2,880.00",Surgical Prep,Steel,TraumaFix,Mumbai WH-2,30-11-2024,Partially Delivered,Professional Couriers,Reserved,20,20,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle
Export note retained as multiline remark",Unicode NBSP present,a132d6f69233ddb5248281f94c20c462
INV/1023,VCH1023,Payment,2024-12-13,2025-01-12,2024-25,Pending,Bank Transfer,30,15960.0,15960.0,0.0,27AAACT1234F1Z5,CGST+SGST,Gujarat,1710.0,5%,Rs.,Apex Hospital,Multi-Specialty Hospital,dr. r. kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Mumbai,Central 1,Rahul Mehta,Ortho Distributors Pvt Ltd,Central-1,Cancellous Screw,Orthopedic Implant,Screw,B8259-A,L93071,UDI-312952-C,SN918859,Sterile,03 Dec 2026,2024/10/14,12,Pieces,1250,1437.50,Fracture Fixation,Stainless Steel,JointMax,Nagpur WH,16-12-2024,Delivered,Professional Couriers,In Stock,20,15,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Mixed date style,2c7658297b7f529dadf9dae6f357bb10
INV/1023,VCH1023,Sales,2024-12-13,2025-02-11,2024-25,Paid,UPI,45,2619.6,2619.6,1309.8,24BBBCD2345G1Z2,GST,Maharashtra,399.6,7.5%,₹,Ortho Care Centre,Orthopedic Clinic,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Pune,West-1,Rahul Mehta,Ortho Distributors,CENTRAL 1,External Fixator,Trauma Fixation,Fixator,B8301-A,L94182,UDI-220294-C,SN462814,STERILE,06 Jun 2026,2024/09/14,1 PCS,Box,"₹2,400.00",2640.00,Trauma Stabilization,Aluminium,JointMax,Mumbai WH-2,45639,In Transit,Professional Couriers,Reserved,5,20,No,Credit note adjustment for return batch,Text numeric field,426ee5af3d55e4d513a7300c5d1781f8
INV/1023,VCH1023,Receipt,2024-12-13,2024-12-28,2024-25,Partially Paid,UPI,30,63000.0,63000.0,0.0,29CCCDD3456H1Z3,CGST+SGST,Gujarat,3000.0,0%,INR,city medisurg pvt. ltd.,Multi-Specialty Hospital,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Surat,South,Amit Verma,Ortho Distributors Pvt Ltd,Central-1,Locking Plate,Orthopedic Implant,Plate,B1096-C,L91048,UDI-806004-A,SN660814,Sterile,46004,2024/09/14,5,PCS,12000.00,"13,800.00",Open Reduction,Titanium,BoneLock,Ahmedabad WH,45640,Partially Delivered,TCS,In Stock,20,3,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Alias master matched,ae554b91b70a161340c6eebe366497f6
